CNPJ, NOME, EMISSAO, NUMERO, VALOR, CHAVE
05300331000241,Dairy Partners Americas Brasil Ltda,2015-04-25,310105,7378.25,NFe35150405300331000241550010003101051395984106
05300331000241,Dairy Partners Americas Brasil Ltda,2015-04-25,310114,79548.4,NFe35150405300331000241550010003101141789564717
05300331000241,Dairy Partners Americas Brasil Ltda,2015-04-25,310115,42844.78,NFe35150405300331000241550010003101151494696172
05300331000241,Dairy Partners Americas Brasil Ltda,2015-04-29,311658,15522.09,NFe35150405300331000241550010003116581163026420
05300331000241,Dairy Partners Americas Brasil Ltda,2015-04-29,311659,81933.36,NFe35150405300331000241550010003116591841056636
05300331000241,Dairy Partners Americas Brasil Ltda,2015-04-29,311660,14495.71,NFe35150405300331000241550010003116601952335011
05300331000241,Dairy Partners Americas Brasil Ltda,2015-04-30,311727,65050.32,NFe35150405300331000241550010003117271640690836
05300331000241,Dairy Partners Americas Brasil Ltda,2015-04-30,311728,52043.67,NFe35150405300331000241550010003117281133272526
05300331000241,Dairy Partners Americas Brasil Ltda,2015-04-30,311729,3373.06,NFe35150405300331000241550010003117291373964802
05300331000241,Dairy Partners Americas Brasil Ltda,2015-04-30,312437,51282.44,NFe35150405300331000241550010003124371914098542
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-19,319235,38955.07,NFe35150505300331000241550010003192351011648510
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-19,319236,71020.07,NFe35150505300331000241550010003192361956457742
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-19,319237,3794.69,NFe35150505300331000241550010003192371562276606
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-19,319238,1932.76,NFe35150505300331000241550010003192381777154081
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-23,321157,86580.46,NFe35150505300331000241550010003211571253206268
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-23,321158,38755.81,NFe35150505300331000241550010003211581034365708
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-23,321159,4670.85,NFe35150505300331000241550010003211591846044580
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-23,321160,4216.34,NFe35150505300331000241550010003211601646418703
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-27,322840,4216.34,NFe35150505300331000241550010003228401111529739
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-27,322841,7731.05,NFe35150505300331000241550010003228411062094204
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-27,322848,37957.28,NFe35150505300331000241550010003228481589872615
05300331000241,Dairy Partners Americas Brasil Ltda,2015-05-27,322854,81560.79,NFe35150505300331000241550010003228541884960977
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-12,328501,92009.67,NFe35150605300331000241550010003285011991489365
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-12,328502,35618.9,NFe35150605300331000241550010003285021225597060
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-12,328503,13.78,NFe35150605300331000241550010003285031907816953
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-12,328504,8616.58,NFe35150605300331000241550010003285041988833940
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-12,328505,3627.38,NFe35150605300331000241550010003285051512690773
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-18,330573,95472.34,NFe35150605300331000241550010003305731628761585
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-18,330574,42985.78,NFe35150605300331000241550010003305741282874937
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-18,330575,5441.12,NFe35150605300331000241550010003305751765676347
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-18,330576,9350.1,NFe35150605300331000241550010003305761783097890
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-23,332338,96985.84,NFe35150605300331000241550010003323381172332392
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-23,332339,29052.33,NFe35150605300331000241550010003323391142491350
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-23,332340,2077.8,NFe35150605300331000241550010003323401810405699
05300331000241,Dairy Partners Americas Brasil Ltda,2015-06-23,332341,2720.57,NFe35150605300331000241550010003323411113561408
05300331000241,Dairy Partners Americas Brasil Ltda,2015-07-11,339440,34080.98,NFe35150705300331000241550010003394401827376620
05300331000241,Dairy Partners Americas Brasil Ltda,2015-07-11,339441,16107.69,NFe35150705300331000241550010003394411274210144
05300331000241,Dairy Partners Americas Brasil Ltda,2015-07-11,339443,7577.69,NFe35150705300331000241550010003394431071536880
05300331000241,Dairy Partners Americas Brasil Ltda,2015-07-11,339447,66332.41,NFe35150705300331000241550010003394471503669666
05300331000241,Dairy Partners Americas Brasil Ltda,2015-07-11,339448,5647.22,NFe35150705300331000241550010003394481852244498
05300331000241,Dairy Partners Americas Brasil Ltda,2015-07-18,342183,97965.1,NFe35150705300331000241550010003421831503379910
05300331000241,Dairy Partners Americas Brasil Ltda,2015-07-18,342184,31218.28,NFe35150705300331000241550010003421841971449621
05300331000241,Dairy Partners Americas Brasil Ltda,2015-07-31,348479,9413.15,NFe35150705300331000241550010003484791422411319
05300331000241,Dairy Partners Americas Brasil Ltda,2015-07-31,348521,66834.76,NFe35150705300331000241550010003485211400071480
05300331000241,Dairy Partners Americas Brasil Ltda,2015-07-31,348522,27972.31,NFe35150705300331000241550010003485221210947161
05300331000241,Dairy Partners Americas Brasil Ltda,2015-07-31,348523,15023.31,NFe35150705300331000241550010003485231954621105
05300331000241,Dairy Partners Americas Brasil Ltda,2015-08-22,357684,102613.48,NFe35150805300331000241550010003576841757091395
05300331000241,Dairy Partners Americas Brasil Ltda,2015-08-22,357685,3510.66,NFe35150805300331000241550010003576851007824342
05300331000241,Dairy Partners Americas Brasil Ltda,2015-08-22,357686,18803.87,NFe35150805300331000241550010003576861585915543
05300331000241,Dairy Partners Americas Brasil Ltda,2015-08-27,359550,82632.01,NFe35150805300331000241550010003595501039715814
05300331000241,Dairy Partners Americas Brasil Ltda,2015-08-27,359551,2271.59,NFe35150805300331000241550010003595511913461118
05300331000241,Dairy Partners Americas Brasil Ltda,2015-08-27,359552,23171.46,NFe35150805300331000241550010003595521845903715
05300331000241,Dairy Partners Americas Brasil Ltda,2015-08-31,361706,27102.83,NFe35150805300331000241550010003617061611948041
05300331000241,Dairy Partners Americas Brasil Ltda,2015-08-31,361707,35237.9,NFe35150805300331000241550010003617071715217873
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-12,366340,110978.53,NFe35150905300331000241550010003663401203051088
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-12,366341,6608.28,NFe35150905300331000241550010003663411540484092
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-19,369080,89922.9,NFe35150905300331000241550010003690801571546974
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-19,369081,11151.48,NFe35150905300331000241550010003690811682560948
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-19,369082,23643.49,NFe35150905300331000241550010003690821033606278
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-26,371796,128120.61,NFe35150905300331000241550010003717961003270248
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-26,371797,18276.96,NFe35150905300331000241550010003717971090628305
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-28,372329,110534.08,NFe35150905300331000241550010003723291914942419
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-28,372330,8673.36,NFe35150905300331000241550010003723301539265899
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-28,372331,14097.04,NFe35150905300331000241550010003723311133358925
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-30,373690,81157.92,NFe35150905300331000241550010003736901226439960
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-30,373691,130849.73,NFe35150905300331000241550010003736911635971924
05300331000241,Dairy Partners Americas Brasil Ltda,2015-09-30,373693,53924.93,NFe35150905300331000241550010003736931029079113
05300331000241,Dairy Partners Americas Brasil Ltda,2015-10-16,377776,125275.58,NFe35151005300331000241550010003777761345861201
05300331000241,Dairy Partners Americas Brasil Ltda,2015-10-16,377777,4670.49,NFe35151005300331000241550010003777771804339850
05300331000241,Dairy Partners Americas Brasil Ltda,2015-10-29,381703,128959.35,NFe35151005300331000241550010003817031188499381
05300331000241,Dairy Partners Americas Brasil Ltda,2015-10-31,382475,128025.96,NFe35151005300331000241550010003824751900256200
05300331000241,Dairy Partners Americas Brasil Ltda,2015-10-31,382544,70988.78,NFe35151005300331000241550010003825441595280156
05300331000241,Dairy Partners Americas Brasil Ltda,2015-11-25,388868,848.25,NFe35151105300331000241550010003888681714803733
05300331000241,Dairy Partners Americas Brasil Ltda,2015-11-25,388869,140857.09,NFe35151105300331000241550010003888691005638290
05300331000241,Dairy Partners Americas Brasil Ltda,2015-11-28,390078,133279.98,NFe35151105300331000241550010003900781328315780
05300331000241,Dairy Partners Americas Brasil Ltda,2015-11-30,391000,129770.63,NFe35151105300331000241550010003910001327471755
21229645000766,ELEBAT ALIMENTOS S.A.,2016-01-29,128035,21890.52,NFe41160121229645000766550010001280351564256560
21229645000766,ELEBAT ALIMENTOS S.A.,2016-01-29,128036,23729.6,NFe41160121229645000766550010001280361564413264
21229645000766,ELEBAT ALIMENTOS S.A.,2016-02-06,133501,52919.54,NFe41160221229645000766550010001335011193931080
21229645000766,ELEBAT ALIMENTOS S.A.,2016-02-06,133502,6782.4,NFe41160221229645000766550010001335021195780117
21229645000766,ELEBAT ALIMENTOS S.A.,2016-02-16,137343,48739.04,NFe41160221229645000766550010001373431168733669
21229645000766,ELEBAT ALIMENTOS S.A.,2016-02-16,137344,15709.32,NFe41160221229645000766550010001373441168874693
21229645000766,ELEBAT ALIMENTOS S.A.,2016-02-19,139881,36440.8,NFe41160221229645000766550010001398811931225114
21229645000766,ELEBAT ALIMENTOS S.A.,2016-02-19,139882,2145.0,NFe41160221229645000766550010001398821931287796
21229645000766,ELEBAT ALIMENTOS S.A.,2016-02-24,142273,2058.24,NFe41160221229645000766550010001422731711268792
21229645000766,ELEBAT ALIMENTOS S.A.,2016-02-29,144818,54099.0,NFe41160221229645000766550010001448181847469889
21229645000766,ELEBAT ALIMENTOS S.A.,2016-03-08,149208,43862.94,NFe41160321229645000766550010001492081402023709
21229645000766,ELEBAT ALIMENTOS S.A.,2016-03-08,149252,91238.58,NFe41160321229645000766550010001492521581238460
21229645000766,ELEBAT ALIMENTOS S.A.,2016-03-16,153787,76549.56,NFe41160321229645000766550010001537871102713464
21229645000766,ELEBAT ALIMENTOS S.A.,2016-03-30,161046,99192.48,NFe41160321229645000766550010001610461842881690
21229645000766,ELEBAT ALIMENTOS S.A.,2016-04-12,168046,92785.74,NFe41160421229645000766550010001680461350802130
21229645000766,ELEBAT ALIMENTOS S.A.,2016-04-12,168047,2101.68,NFe41160421229645000766550010001680471351084190
60409075012401,Nestle Brasil Ltda.,2013-09-10,155406,1977.65,NFe53130960409075012401550010001554061275839212
60409075012401,Nestle Brasil Ltda.,2013-09-25,158953,2923.51,NFe53130960409075012401550010001589531303997060
60409075012401,Nestle Brasil Ltda.,2013-09-25,158954,508.05,NFe53130960409075012401550010001589541305950475
60409075012401,Nestle Brasil Ltda.,2013-10-07,161338,2018.0,NFe53131060409075012401550010001613381602028894
60409075012401,Nestle Brasil Ltda.,2013-10-07,161339,669.21,NFe53131060409075012401550010001613391146109693
60409075012401,Nestle Brasil Ltda.,2013-10-07,161340,1146.72,NFe53131060409075012401550010001613401328384925
60409075012401,Nestle Brasil Ltda.,2013-10-07,161341,449.46,NFe53131060409075012401550010001613411633345803
60409075012401,Nestle Brasil Ltda.,2013-10-07,161342,1043.6,NFe53131060409075012401550010001613421805449838
60409075012401,Nestle Brasil Ltda.,2013-10-07,161343,214.14,NFe53131060409075012401550010001613431579033610
60409075012401,Nestle Brasil Ltda.,2013-10-23,165324,1583.78,NFe53131060409075012401550010001653241229581000
60409075012401,Nestle Brasil Ltda.,2013-10-23,165325,524.58,NFe53131060409075012401550010001653251030884405
60409075012401,Nestle Brasil Ltda.,2013-10-23,165326,1009.66,NFe53131060409075012401550010001653261551067763
60409075012401,Nestle Brasil Ltda.,2013-10-23,165327,596.29,NFe53131060409075012401550010001653271411283177
60409075012401,Nestle Brasil Ltda.,2013-10-23,165328,521.22,NFe53131060409075012401550010001653281768458939
60409075012401,Nestle Brasil Ltda.,2013-11-05,168023,1003.21,NFe53131160409075012401550010001680231379087560
60409075012401,Nestle Brasil Ltda.,2013-11-05,168024,1163.17,NFe53131160409075012401550010001680241972180805
60409075012401,Nestle Brasil Ltda.,2013-11-05,168025,1319.81,NFe53131160409075012401550010001680251740008288
05300331001990,Dairy Partners Americas Brasil Ltda,2014-07-31,64079,29473.07,NFe53140705300331001990550010000640791886048451
05300331001990,Dairy Partners Americas Brasil Ltda,2014-10-09,67736,2593.63,NFe53141005300331001990550010000677361074602170
05300331001990,Dairy Partners Americas Brasil Ltda,2014-10-09,67737,697.87,NFe53141005300331001990550010000677371800543504
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2013-10-14,407202,5902.26,NFe35131067795914000248550010004072021491228013
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2013-10-18,409057,5670.72,NFe35131067795914000248550010004090571419104539
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2013-12-09,426393,5639.82,NFe35131267795914000248550010004263931465703990
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-04-11,472460,6289.11,NFe35140467795914000248550010004724601463156535
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-05-16,484921,3112.0,NFe35140567795914000248550010004849211486766556
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-06-18,496889,5906.56,NFe35140667795914000248550010004968891482973899
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-06-27,500729,401.04,NFe35140667795914000248550010005007291451423667
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-06-28,500957,4570.44,NFe35140667795914000248550010005009571438596745
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-07-04,503380,3230.42,NFe35140767795914000248550010005033801414173154
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-07-04,503381,5832.0,NFe35140767795914000248550010005033811428526639
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-07-11,505599,2260.17,NFe35140767795914000248550010005055991472457447
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-07-11,505600,5340.0,NFe35140767795914000248550010005056001494538337
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-07-18,508370,4538.97,NFe35140767795914000248550010005083701483424728
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-07-18,508371,2432.0,NFe35140767795914000248550010005083711423286580
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-07-25,511483,2735.52,NFe35140767795914000248550010005114831400997941
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-07-25,511484,253.44,NFe35140767795914000248550010005114841432687031
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-07-25,511486,1568.64,NFe35140767795914000248550010005114861454794986
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-07-25,511487,4759.2,NFe35140767795914000248550010005114871452434467
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-08-22,522495,5447.04,NFe35140867795914000248550010005224951405391823
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-08-22,522496,8713.68,NFe35140867795914000248550010005224961443878588
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-08-29,525455,5447.04,NFe35140867795914000248550010005254551418828271
67795914000248,COM. IND. MASSAS ALIM. MASSA LEVE LTDA,2014-08-29,525456,8713.68,NFe35140867795914000248550010005254561455108454
